"","X.2","X.1","X","Net","Net_index","Start_Time_hh","Start_Time_mm","End_Time_hh","End_Time_mm","Year.XXXX.","Month.XX.","Day.XX.","Fishermen","Fishing_field","Depth","Distance_to_Shore","Commants","Storm","Speed","High_Sea","Net_Type","box_only","night_drag_prawn","Many.Nasralas","Very_weak","Missing","Comments","Draging_time","Site","Direction","Lat_shore","Lon_shore","Perpendicular","Eer","Sig","Mme","Nra","Aal","BOX","Pse","Eha","Pca","FIS","Per","Rrh","Psa","Sd","Lvu","WHT","SPH","Lmo","Arg","Sso","Ovu","Sco","Umo","Dce","Bbo","SPI","Sof","DIP","SAR","Sja","Sha","Lbu","MUL_UP","SPL","TRA","BAT","Ssi","Ccr","Pin","Plo","Bca","EPI","MUL","Pja","Sau","Sud","Upo","Depth_m","Distance_from_shore_km","Depth_specifyed","Distance_specifyed","Location_specifyed","Lon_final","Lat_final","Depth_diff","loc_DEPTH"
"1774",1774,1774,1774,2845,"2845_17_5_2017",15,45,"19","45",2017,5,17,"Levi","Jaffa S",NA,48,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",TRUE,FALSE,NA,4,"Jaffa","S",32.05,34.74,296,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,NA,86.4,NA,TRUE,TRUE,33.914680171351,32.3888701188649,NA,NA
"1775",1775,1775,1775,772,"772_13_9_2014",12,30,"16","45",2014,9,13,"Levi","Jaffa S",36.5,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4.25,"Jaffa","S",32.05,34.74,296,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,0,20,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,30,0,65.7,NA,TRUE,NA,TRUE,34.6419324484188,32.0906808250228,0.482110465990118,65.2178895340099
"1776",1776,1776,1776,128,"128_13_11_2013",14,15,"18","0",2013,11,13,"Doli","Jaffa N",40,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,3.75,"Jaffa","N",32.05,34.74,296,0,0,0,0,0,10,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,72,NA,TRUE,NA,TRUE,34.6352645117247,32.093442776549,1.28270469173155,70.7172953082684
"1777",1777,1777,1777,1704,"1704_27_10_2015",15,0,"19","45",2015,10,27,"Levi","Jaffa S",41,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4.75,"Jaffa","S",32.05,34.74,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,2.5,0,0,0,20,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,73.8,NA,TRUE,NA,TRUE,34.6866924912723,32.0721271764633,0.224568958032805,41.6864607866382
"1778",1778,1778,1778,2396,"2396_26_10_2016",22,30,"3","0",2016,10,26,"Levi","Jaffa S",NA,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4.5,"Jaffa","S",32.05,34.74,296,0,0,0,0,0,0,40,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,NA,NA,NA,NA,TRUE,NA,NA,NA,NA
"1779",1779,1779,1779,686,"686_7_8_2014",11,0,"15","0",2014,8,7,"Levi","Jaffa N E",NA,58,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",TRUE,FALSE,NA,4,"Jaffa","N E",32.05,34.74,296,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,NA,104.4,NA,TRUE,TRUE,33.741967036912,32.4587842880191,NA,NA
"1780",1780,1780,1780,1666,"1666_16_10_2015",19,30,"0","30",2015,10,16,"Levi","Jaffa S",NA,34,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,"10 crab M+ ruterned to the sea",5,"Jaffa","S",32.05,34.74,296,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,NA,61.2,NA,TRUE,TRUE,34.1560311543773,32.2905922735793,NA,NA
"1781",1781,1781,1781,1749,"1749_9_11_2015",23,30,"3","30",2015,11,9,"Michael","Jaffa S",22.25,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4,"Jaffa","S",32.05,34.74,296,0,0,0,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,20,0,40.05,NA,TRUE,NA,TRUE,34.7095417091334,32.0626468556763,0.0461958428978662,40.0038041571021
"1782",1782,1782,1782,1420,"1420_19_7_2015",10,30,"15","0",2015,7,19,"Levi","Jaffa S",24,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4.5,"Jaffa","S",32.05,34.74,296,25,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,43.2,NA,TRUE,NA,TRUE,34.6781228190837,32.075681230864,0.164703135304755,43.0352968646952
"1783",1783,1783,1783,2079,"2079_5_4_2016",12,15,"15","30",2016,4,5,"Michael","Jaffa S",21.7,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,3.25,"Jaffa","S",32.05,34.74,296,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,40,0,0,0,0,5,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,39.06,NA,TRUE,NA,TRUE,34.7181089504392,32.0590906698396,0.406187620593592,38.6538123794064
"1784",1784,1784,1784,811,"811_30_9_2014",11,15,NA,NA,2014,9,30,"Levi","Jaffa S",26.5,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,NA,"Jaffa","S",32.05,34.74,296,0,0,0,0,0,5,0,0,0,0,0,0,0,5,40,0,5,0,0,0,0,5,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,20,0,47.7,NA,TRUE,NA,TRUE,34.7257237195453,32.0559291279955,0.543718959590706,29.6925371462315
"1785",1785,1785,1785,3371,"3371_23_12_2017",19,0,"1","0",2017,12,23,"Levi","Jaffa S",22.5,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,6,"Jaffa","S",32.05,34.74,296,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,40.5,NA,TRUE,NA,TRUE,34.6933573334815,32.0693625099222,0.0637112469855339,40.5637112469855
"1786",1786,1786,1786,1298,"1298_2_5_2015",21,30,"4","45",2015,5,2,"Michael","Jaffa",22,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,7.25,"Jaffa",NA,32.05,34.74,296,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,39.6,NA,TRUE,NA,TRUE,34.7390483052503,32.0503953253896,0.00156651552887155,11.165991966927
"1787",1787,1787,1787,3170,"3170_23_10_2017",17,15,"20","0",2017,10,23,"Levi","Jaffa S",NA,24,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,2.75,"Jaffa","S",32.05,34.74,296,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,NA,43.2,NA,TRUE,TRUE,34.3281054626831,32.2201108733203,NA,NA
"1788",1788,1788,1788,1659,"1659_30_9_2015",11,15,"15","15",2015,9,30,"Michael","Jaffa S",22,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4,"Jaffa","S",32.05,34.74,296,0,0,0,5,0,0,35,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,15,0,0,10,0,39.6,NA,TRUE,NA,TRUE,34.7209645502311,32.0579051454408,0.00156651552887155,34.7784076549564
"1789",1789,1789,1789,1616,"1616_16_9_2015",13,15,"17","15",2015,9,16,"Levi","Katza N",16,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4,"Katza","N",31.63,34.51,306,0,0,0,0,0,10,30,0,10,0,0,0,0,0,5,5,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,10,0,40,0,0,0,0,0,0,0,0,0,10,28.8,NA,TRUE,NA,TRUE,34.4920899466229,31.641130995022,0.600096751813265,28.1999032481867
"1790",1790,1790,1790,3650,"3650_29_4_2018",18,15,"21","15",2018,4,29,"Levi","Katza N",16,24,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,3,"Katza","N",31.63,34.51,306,0,0,0,20,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,3,0,2.5,5,28.8,43.2,TRUE,TRUE,TRUE,34.4929429030541,31.6406010050557,0.600096751813265,28.1999032481867
"1791",1791,1791,1791,25,"25_10_10_2013",15,15,"18","45",2013,10,10,"Doli","Katza N",12.5,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,3.5,"Katza","N",31.63,34.51,306,0,0,0,0,0,15,30,0,25,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,22.5,NA,TRUE,NA,TRUE,34.4980604384532,31.6374209446669,0.612169827096977,21.887830172903
"1792",1792,1792,1792,1774,"1774_16_11_2015",0,30,"6","15",2015,11,16,"Levi","Katza N",14.5,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,5.75,"Katza","N",31.63,34.51,306,0,0,0,5,0,0,30,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,5,5,26.1,NA,TRUE,NA,TRUE,34.5031776255622,31.6342406775796,0.195098414236103,15.8772899292971
"1793",1793,1793,1793,1825,"1825_29_11_2015",18,0,"0","0",2015,11,29,"Levi","Katza N",16,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,6,"Katza","N",31.63,34.51,306,0,0,0,0,0,0,40,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,28.8,NA,TRUE,NA,TRUE,34.4929429030541,31.6406010050557,0.600096751813265,28.1999032481867
"1794",1794,1794,1794,821,"821_5_10_2014",14,15,"18","45",2014,10,5,"Levi","Katza N",NA,32,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",TRUE,FALSE,NA,4.5,"Katza","N",31.63,34.51,306,0,0,0,10,0,0,10,0,5,0,0,0,10,0,20,0,35,0,0,0,0,80,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,NA,57.6,NA,TRUE,TRUE,34.0172003386435,31.9343841675999,NA,NA
"1795",1795,1795,1795,792,"792_21_9_2014",17,0,"20","30",2014,9,21,"Levi","Katza N E",23,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,3.5,"Katza","N E",31.63,34.51,306,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,20,0,41.4,NA,TRUE,NA,TRUE,34.456257036397,31.663385385534,0.213241267771444,34.5215705629592
"1796",1796,1796,1796,1979,"1979_23_2_2016",12,15,"17","15",2016,2,23,"Levi","Katza N",24,55,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,5,"Katza","N",31.63,34.51,306,0,0,0,110,0,0,2.5,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,2.5,0,43.2,99,TRUE,TRUE,TRUE,34.432358939409,31.678216011194,0.464767457381441,42.7352325426186
"1797",1797,1797,1797,760,"760_5_9_2014",20,0,"1","15",2014,9,5,"Levi","Katza N",14.5,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,5.25,"Katza","N",31.63,34.51,306,0,0,0,0,0,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,26.1,NA,TRUE,NA,TRUE,34.51,31.63,0.195098414236103,5.61535062710283
"1798",1798,1798,1798,3651,"3651_29_4_2018",21,45,"3","45",2018,4,29,"Levi","Katza N",16.5,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,6,"Katza","N",31.63,34.51,306,0,0,0,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,29.7,NA,TRUE,NA,TRUE,34.4903840047319,31.6421909577259,0.674359969403021,30.374359969403
"1799",1799,1799,1799,1617,"1617_16_9_2015",18,0,"21","30",2015,9,16,"Levi","Katza N",16,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",TRUE,FALSE,NA,3.5,"Katza","N",31.63,34.51,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,28.8,NA,TRUE,NA,TRUE,34.4920899466229,31.641130995022,0.600096751813265,28.1999032481867
"1800",1800,1800,1800,588,"588_1_6_2014",16,30,"19","45",2014,6,1,"Doli","Katza N",NA,7,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,3.25,"Katza","N",31.63,34.51,306,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,12.6,NA,TRUE,TRUE,34.4024756337947,31.6967479472402,NA,61.6625600309204
"1801",1801,1801,1801,1637,"1637_26_9_2015",17,30,"21","30",2015,9,26,"Levi","Katza",27,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4,"Katza",NA,31.63,34.51,306,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,48.6,NA,TRUE,NA,TRUE,34.4212608121167,31.6851001251937,1.17996330869055,49.7799633086906
"1802",1802,1802,1802,2952,"2952_21_8_2017",12,0,"16","0",2017,8,21,"Levi","Katza S",20.5,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4,"Katza","S",31.63,34.51,306,0,0,0,20,0,0,0,0,0,0,0,0,0,10,5,0,10,0,0,0,0,10,25,0,20,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,0,10,0,36.9,NA,TRUE,NA,TRUE,34.4460159248356,31.6697419202424,0.360261949274694,36.5397380507253
"1803",1803,1803,1803,1854,"1854_9_12_2015",1,0,"6","15",2015,12,9,"Levi","Katza N",16,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,5.25,"Katza","N",31.63,34.51,306,0,0,0,0,0,0,60,0,0,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,28.8,NA,TRUE,NA,TRUE,34.4912369805156,31.6416609792455,0.600096751813265,28.1999032481867
"1804",1804,1804,1804,2432,"2432_7_11_2016",18,45,"23","30",2016,11,7,"Levi","Katza N",28.5,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4.75,"Katza","N",31.63,34.51,306,0,0,0,10,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,15,0,51.3,NA,TRUE,NA,TRUE,34.4178456741699,31.6872181183642,0.0323855487878362,51.2676144512122
"1805",1805,1805,1805,506,"506_10_5_2014",11,30,"15","0",2014,5,10,"Levi","Katza N",16,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,3.5,"Katza","N",31.63,34.51,306,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28.8,NA,TRUE,NA,TRUE,34.4920899466229,31.641130995022,0.600096751813265,28.1999032481867
"1806",1806,1806,1806,1429,"1429_22_7_2015",21,15,"1","0",2015,7,22,"Levi","Katza N",16,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,3.75,"Katza","N",31.63,34.51,306,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,28.8,NA,TRUE,NA,TRUE,34.4912369805156,31.6416609792455,0.600096751813265,28.1999032481867
"1807",1807,1807,1807,1000,"1000_11_12_2014",11,0,"15","0",2014,12,11,"Levi","Katza",23.5,55,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4,"Katza",NA,31.63,34.51,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,42.3,99,TRUE,TRUE,TRUE,34.4306516418177,31.6792751689772,0.435232542618557,42.7352325426186
"1808",1808,1808,1808,1595,"1595_7_9_2015",17,45,"21","0",2015,9,7,"Levi","Katza N",13,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,3.25,"Katza","N",31.63,34.51,306,0,0,0,0,0,0,40,0,5,0,0,0,0,0,0,0,0,15,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,25,0,0,0,0,0,0,0,0,0,0,23.4,NA,TRUE,NA,TRUE,34.502324785229,31.6347707364466,0.144743982817332,15.8772899292971
"1809",1809,1809,1809,3671,"3671_6_5_2018",20,15,"1","15",2018,5,6,"Levi","Katza N",15,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,5,"Katza","N",31.63,34.51,306,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,27,NA,TRUE,NA,TRUE,34.5031776255622,31.6342406775796,0.704901585763896,15.8772899292971
"1810",1810,1810,1810,690,"690_11_8_2014",14,45,"17","30",2014,8,11,"Levi","Katza N",17,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,2.75,"Katza","N",31.63,34.51,306,0,0,0,0,0,15,0,0,5,0,0,0,0,0,30,0,0,0,0,0,0,55,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,30.6,NA,TRUE,NA,TRUE,34.4903840047319,31.6421909577259,0.225640030596981,30.374359969403
"1811",1811,1811,1811,29,"29_11_10_2013",17,30,"21","0",2013,10,11,"Levi","Katza N",16,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,3.5,"Katza","N",31.63,34.51,306,0,0,0,0,0,10,10,0,5,0,0,0,0,5,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.8,NA,TRUE,NA,TRUE,34.4912369805156,31.6416609792455,0.600096751813265,28.1999032481867
"1812",1812,1812,1812,267,"267_29_12_2013",12,15,"17","0",2013,12,29,"Doli","Katza N",22,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4.75,"Katza","N",31.63,34.51,306,0,0,0,35,0,25,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,39.6,NA,TRUE,NA,TRUE,34.4391877421678,31.6739791498512,0.0267385422505129,39.5732614577495
"1813",1813,1813,1813,597,"597_6_6_2014",1,15,"5","15",2014,6,6,"Doli","Katza N",NA,3,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4,"Katza","N",31.63,34.51,306,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,NA,5.4,NA,TRUE,TRUE,34.4639369548342,31.6586174410611,NA,33.6619431200153
"1814",1814,1814,1814,2909,"2909_7_6_2017",19,0,"20","30",2017,6,7,"Levi","Katza N",NA,55,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,1.5,"Katza","N",31.63,34.51,306,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99,NA,TRUE,TRUE,33.6609966040089,32.1519646407003,NA,NA
"1815",1815,1815,1815,2335,"2335_5_10_2016",17,15,"20","0",2016,10,5,"Levi","Katza N E",19.5,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,2.75,"Katza","N E",31.63,34.51,306,0,0,0,20,0,0,10,0,0,0,0,0,0,0,10,0,10,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,35.1,NA,TRUE,NA,TRUE,34.4519900760843,31.6660340423146,0.149113574686304,35.2491135746863
"1816",1816,1816,1816,1621,"1621_17_9_2015",11,45,"14","45",2015,9,17,"Levi","Katza N",17,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,3,"Katza","N",31.63,34.51,306,0,0,0,0,0,10,30,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,10,0,0,0,0,0,0,0,0,0,30.6,NA,TRUE,NA,TRUE,34.4903840047319,31.6421909577259,0.225640030596981,30.374359969403
"1817",1817,1817,1817,764,"764_6_9_2014",17,0,"19","30",2014,9,6,"Levi","Katza N",23,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,2.5,"Katza","N",31.63,34.51,306,0,0,0,0,0,10,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,41.4,NA,TRUE,NA,TRUE,34.4588170963653,31.6617961224579,0.213241267771444,34.2624772966138
"1818",1818,1818,1818,1412,"1412_17_7_2015",19,0,"22","0",2015,7,17,"Levi","Katza S",24,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,3,"Katza","S",31.63,34.51,306,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,43.2,NA,TRUE,NA,TRUE,34.432358939409,31.678216011194,0.464767457381441,42.7352325426186
"1819",1819,1819,1819,2238,"2238_29_8_2016",11,30,"15","30",2016,8,29,"Levi","Katza N",25,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4,"Katza","N",31.63,34.51,306,0,0,0,20,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,20,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,15,0,45,NA,TRUE,NA,TRUE,34.4374805996157,31.6750383997155,0.550905160485314,41.729179727511
"1820",1820,1820,1820,2910,"2910_7_6_2017",21,15,"1","30",2017,6,7,"Levi","Katza N",16,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4.25,"Katza","N",31.63,34.51,306,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,28.8,NA,TRUE,NA,TRUE,34.4912369805156,31.6416609792455,0.600096751813265,28.1999032481867
"1821",1821,1821,1821,1781,"1781_18_11_2015",15,0,"17","30",2015,11,18,"Levi","Katza S",21.5,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,2.5,"Katza","S",31.63,34.51,306,0,0,0,20,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,38.7,NA,TRUE,NA,TRUE,34.4417483833295,31.6723902318991,0.369056972493539,39.0690569724935
"1822",1822,1822,1822,1936,"1936_28_1_2016",23,30,"3","30",2016,1,28,"Levi","Katza N",22.5,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,"Many Barbon B+ they didn't take",4,"Katza","N",31.63,34.51,306,0,0,0,30,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,NA,TRUE,NA,TRUE,34.4886780241345,31.6432508974567,0.0342636802330887,30.374359969403
