"","X.2","X.1","X","Net","Net_index","Start_Time_hh","Start_Time_mm","End_Time_hh","End_Time_mm","Year.XXXX.","Month.XX.","Day.XX.","Fishermen","Fishing_field","Depth","Distance_to_Shore","Commants","Storm","Speed","High_Sea","Net_Type","box_only","night_drag_prawn","Many.Nasralas","Very_weak","Missing","Comments","Draging_time","Site","Direction","Lat_shore","Lon_shore","Perpendicular","Eer","Sig","Mme","Nra","Aal","BOX","Pse","Eha","Pca","FIS","Per","Rrh","Psa","Sd","Lvu","WHT","SPH","Lmo","Arg","Sso","Ovu","Sco","Umo","Dce","Bbo","SPI","Sof","DIP","SAR","Sja","Sha","Lbu","MUL_UP","SPL","TRA","BAT","Ssi","Ccr","Pin","Plo","Bca","EPI","MUL","Pja","Sau","Sud","Upo","Depth_m","Distance_from_shore_km","Depth_specifyed","Distance_specifyed","Location_specifyed","Lon_final","Lat_final","Depth_diff","loc_DEPTH"
"41",41,41,41,3304,"3304_1_12_2017",0,0,"5","45",2017,12,1,"Levi","Ashdod S",27,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,5.75,"Ashdod","S",31.83,34.63,301,0,0,0,50,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,20,0,48.6,NA,TRUE,NA,TRUE,34.5548160237984,31.8685298741398,0.0197396297302959,48.5802603702697
"42",42,42,42,268,"268_30_12_2013",12,0,"17","0",2013,12,30,"Levi","Ashdod S",22,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,5,"Ashdod","S",31.83,34.63,301,0,0,0,30,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,NA,TRUE,NA,TRUE,34.5774683791088,31.8569291922145,0.180158153497693,39.7801581534977
"43",43,43,43,1005,"1005_12_12_2014",18,0,"0","0",2014,12,12,"Levi","Ashdod S",NA,32,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,6,"Ashdod","S",31.83,34.63,301,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,NA,57.6,NA,TRUE,TRUE,34.1069496924228,32.096462811772,NA,NA
"44",44,44,44,724,"724_24_8_2014",13,0,"16","45",2014,8,24,"Levi","Ashdod S",16,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,3.75,"Ashdod","S",31.83,34.63,301,0,0,0,0,0,0,10,0,5,0,0,0,0,5,0,20,0,0,0,0,0,50,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28.8,NA,TRUE,NA,TRUE,34.6200394514618,31.8351089359297,0.488891706630305,28.3111082933697
"45",45,45,45,147,"147_17_11_2013",19,30,"23","30",2013,11,17,"Doli","Ashdod S",22,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4,"Ashdod","S",31.83,34.63,301,0,0,0,35,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,39.6,NA,TRUE,NA,TRUE,34.5783743553149,31.856465080584,0.180158153497693,39.7801581534977
"46",46,46,46,1863,"1863_12_12_2015",7,0,"11","45",2015,12,12,"Levi","Ashdod S W",16,32,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4.75,"Ashdod","S W",31.83,34.63,301,0,0,0,20,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2.5,0,5,0,0,0,2.5,0,0,2.5,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,25,5,28.8,57.6,TRUE,TRUE,TRUE,34.6209450012234,31.8346445195994,0.488891706630305,28.3111082933697
"47",47,47,47,2190,"2190_25_5_2016",8,30,"13","30",2016,5,25,"Michael","Ashdod S",18.25,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,5,"Ashdod","S",31.83,34.63,301,0,0,0,20,0,5,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,32.85,NA,TRUE,NA,TRUE,34.6100778054139,31.8402170879201,0.216899957299461,33.0668999572995
"48",48,48,48,544,"544_19_5_2014",21,0,"0","45",2014,5,19,"Doli","Ashdod S",16,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,3.75,"Ashdod","S",31.83,34.63,301,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,28.8,NA,TRUE,NA,TRUE,34.6200394514618,31.8351089359297,0.488891706630305,28.3111082933697
"49",49,49,49,1823,"1823_29_11_2015",6,0,"10","45",2015,11,29,"Levi","Ashdod S",12,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4.75,"Ashdod","S",31.83,34.63,301,0,0,0,0,0,0,30,0,0,0,0,0,0,0,10,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,100,0,0,10,0,0,0,0,5,5,21.6,NA,TRUE,NA,TRUE,34.63,31.83,0.436958071602028,16.7190329156517
"50",50,50,50,466,"466_27_4_2014",20,15,"1","0",2014,4,27,"Levi","Ashdod S",10,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4.75,"Ashdod","S",31.83,34.63,301,0,0,0,0,0,0,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,18,NA,TRUE,NA,TRUE,34.63,31.83,1.28096708434834,16.7190329156517
"51",51,51,51,411,"411_4_4_2014",7,0,"10","30",2014,4,4,"Levi","Ashdod N",11.5,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,TRUE,NA,3.5,"Ashdod","N",31.83,34.63,301,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,20.7,NA,TRUE,NA,TRUE,34.6281890728001,31.8309289557405,0.463041928397974,20.0021741680678
"52",52,52,52,547,"547_20_5_2014",10,30,"15","45",2014,5,20,"Doli","Ashdod N",NA,35,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,5.25,"Ashdod","N",31.83,34.63,301,0,0,0,15,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,NA,63,NA,TRUE,TRUE,34.0577585930367,32.121332295357,NA,NA
"53",53,53,53,2234,"2234_28_8_2016",11,45,"15","30",2016,8,28,"Levi","Ashdod S",24,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,3.75,"Ashdod","S",31.83,34.63,301,0,0,0,10,0,0,0,0,0,0,0,0,0,2.5,10,0,0,0,0,0,0,2.5,25,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,15,0,43.2,NA,TRUE,NA,TRUE,34.5747503960314,31.8583214881816,0.283996905608937,40.4324500847764
"54",54,54,54,3317,"3317_5_12_2017",17,45,"23","45",2017,12,5,"Levi","Ashdod",18,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,6,"Ashdod",NA,31.83,34.63,301,0,0,0,10,0,0,20,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,32.4,NA,TRUE,NA,TRUE,34.6127947268262,31.8388240333188,0.648495716235388,31.7515042837646
"55",55,55,55,1490,"1490_12_8_2015",11,15,"15","15",2015,8,12,"Levi","Ashdod S",NA,24,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4,"Ashdod","S",31.83,34.63,301,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,NA,43.2,NA,TRUE,TRUE,34.2379956823077,32.0300504494881,NA,NA
"56",56,56,56,1374,"1374_1_7_2015",21,0,NA,NA,2015,7,1,"Levi","Ashdod S",16.5,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,NA,"Ashdod","S",31.83,34.63,301,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,29.7,NA,TRUE,NA,TRUE,34.6173227477545,31.8365021460468,0.107206216350956,29.807206216351
"57",57,57,57,1006,"1006_12_12_2014",1,0,"6","0",2014,12,12,"Levi","Ashdod S",NA,9,NA,FALSE,NA,FALSE,NA,FALSE,TRUE,"FALSE",FALSE,FALSE,NA,5,"Ashdod","S",31.83,34.63,301,0,0,0,0,0,0,30,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,NA,16.2,NA,TRUE,TRUE,34.4831972726022,31.9051613474283,NA,104.995169090036
"58",58,58,58,332,"332_1_3_2014",6,30,"10","0",2014,3,1,"Levi","Ashdod S",19,NA,"18-21F",FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,3.5,"Ashdod","S",31.83,34.63,301,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,34.2,NA,TRUE,NA,TRUE,34.6064551165259,31.8420744033229,0.289713544556285,34.4897135445563
"59",59,59,59,451,"451_22_4_2014",13,15,"18","15",2014,4,22,"Doli","Ashdod N",40,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,5,"Ashdod","N",31.83,34.63,301,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,NA,TRUE,NA,TRUE,34.5203735747979,31.8861551390577,0.200392068308972,72.200392068309
"60",60,60,60,3694,"3694_15_5_2018",21,15,"3","30",2018,5,15,"Levi","Ashdod S",15,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,6.25,"Ashdod","S",31.83,34.63,301,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,27,NA,TRUE,NA,TRUE,34.6218505419149,31.8341800967904,0.262713807610112,26.7372861923899
"61",61,61,61,1008,"1008_13_12_2014",12,15,"17","0",2014,12,13,"Levi","Ashdod N",18,35,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4.75,"Ashdod","N",31.83,34.63,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,0,0,0,0,0,50,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,10,0,32.4,63,TRUE,TRUE,TRUE,34.611889095427,31.8392883913331,0.648495716235388,31.7515042837646
"62",62,62,62,530,"530_16_5_2014",0,45,"5","0",2014,5,16,"Doli","Ashdod N",18,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4.25,"Ashdod","N",31.83,34.63,301,0,0,0,0,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,32.4,NA,TRUE,NA,TRUE,34.6109834549563,31.8397527428669,0.648495716235388,31.7515042837646
"63",63,63,63,529,"529_16_5_2014",20,0,"0","15",2014,5,16,"Doli","Ashdod N",16.5,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4.25,"Ashdod","N",31.83,34.63,301,0,0,0,0,0,0,10,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,29.7,NA,TRUE,NA,TRUE,34.6164171617107,31.8369665364607,0.107206216350956,29.807206216351
"64",64,64,64,222,"222_16_12_2013",9,30,"12","30",2013,12,16,"Doli","Ashdod S",10,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,3,"Ashdod","S",31.83,34.63,301,0,0,0,0,15,10,0,0,10,0,0,0,0,0,30,0,0,10,0,0,0,0,25,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,18,NA,TRUE,NA,TRUE,34.63,31.83,1.28096708434834,16.7190329156517
"65",65,65,65,2002,"2002_8_3_2016",6,45,"11","30",2016,3,8,"Michael","Ashdod S",20.5,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4.75,"Ashdod","S",31.83,34.63,301,0,0,0,10,0,5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,36.9,NA,TRUE,NA,TRUE,34.6046437176489,31.8430030221358,0.00295041687641628,35.7725177116471
"66",66,66,66,2491,"2491_30_11_2016",22,45,"3","15",2016,11,30,"Levi","Ashdod S",15,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4.5,"Ashdod","S",31.83,34.63,301,0,0,0,0,0,0,20,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,27,NA,TRUE,NA,TRUE,34.6218505419149,31.8341800967904,0.262713807610112,26.7372861923899
"67",67,67,67,135,"135_15_11_2013",12,30,"16","0",2013,11,15,"Doli","Ashdod N",NA,60,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,3.5,"Ashdod","N",31.83,34.63,301,0,0,0,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,NA,108,NA,TRUE,TRUE,33.6467934427768,32.3278278887114,NA,NA
"68",68,68,68,1149,"1149_5_2_2015",8,30,"14","0",2015,2,5,"Michael","Ashdod N",31,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,5.5,"Ashdod","N",31.83,34.63,301,0,0,0,20,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,55.8,NA,TRUE,NA,TRUE,34.5421282262263,31.875024483939,0.218287350646676,56.0182873506467
"69",69,69,69,109,"109_5_11_2013",9,30,"13","0",2013,11,5,"Levi","Ashdod S",14,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,3.5,"Ashdod","S",31.83,34.63,301,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25.2,NA,TRUE,NA,TRUE,34.63,31.83,0.693817486056286,16.7190329156517
"70",70,70,70,1453,"1453_31_7_2015",8,45,"10","0",2015,7,31,"Michael","Ashdod S",21,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,1.25,"Ashdod","S",31.83,34.63,301,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,37.8,NA,TRUE,NA,TRUE,34.5937745622592,31.8485741904839,0.0136293244925696,37.8136293244926
"71",71,71,71,2539,"2539_19_12_2016",13,0,"17","15",2016,12,19,"Levi","Ashdod S",21.5,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4.25,"Ashdod","S",31.83,34.63,301,0,0,0,100,0,5,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,10,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,20,0,38.7,NA,TRUE,NA,TRUE,34.5838100219553,31.8536802745778,0.230049309608617,38.9300493096086
"72",72,72,72,1127,"1127_28_1_2015",18,0,"0","0",2015,1,28,"Michael","Ashdod S",18,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,6,"Ashdod","S",31.83,34.63,301,0,0,0,5,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,25,0,32.4,NA,TRUE,NA,TRUE,34.6109834549563,31.8397527428669,0.648495716235388,31.7515042837646
"73",73,73,73,317,"317_24_2_2014",18,0,"23","30",2014,2,24,"Doli","Ashdod S",14,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,5.5,"Ashdod","S",31.83,34.63,301,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,25.2,NA,TRUE,NA,TRUE,34.6245671095692,31.8327867894934,0.693817486056286,23.7763490877337
"74",74,74,74,333,"333_1_3_2014",18,0,"0","0",2014,3,1,"Levi","Ashdod S",14.5,NA,"13-16F",FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,6,"Ashdod","S",31.83,34.63,301,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,26.1,NA,TRUE,NA,TRUE,34.6272835955965,31.831393423895,0.206182513943716,21.163041928398
"75",75,75,75,2256,"2256_3_9_2016",6,15,"11","0",2016,9,3,"Michael","Ashdod N",23,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4.75,"Ashdod","N",31.83,34.63,301,0,0,0,20,0,0,0,0,0,0,0,0,0,10,10,0,60,0,15,0,0,25,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2.5,0,0,20,0,41.4,NA,TRUE,NA,TRUE,34.5693141848008,31.8611059049395,0.416018728789474,41.8160187287895
"76",76,76,76,145,"145_17_11_2013",10,30,"14","15",2013,11,17,"Doli","Ashdod S",NA,61,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,3.75,"Ashdod","S",31.83,34.63,301,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,109.8,NA,TRUE,TRUE,33.6303161432156,32.3360597180291,NA,NA
"77",77,77,77,319,"319_25_2_2014",18,15,"23","30",2014,2,25,"Levi","Ashdod S",12,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",TRUE,FALSE,NA,5.25,"Ashdod","S",31.83,34.63,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,21.6,NA,TRUE,NA,TRUE,34.6290945409346,31.8304644811088,0.436958071602028,20.0021741680678
"78",78,78,78,22,"22_9_10_2013",23,15,"4","45",2013,10,9,"Doli","Ashdod N",19,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,5.5,"Ashdod","N",31.83,34.63,301,0,0,0,0,0,0,30,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,34.2,NA,TRUE,NA,TRUE,34.6064551165259,31.8420744033229,0.289713544556285,34.4897135445563
"79",79,79,79,997,"997_10_12_2014",18,0,"0","0",2014,12,10,"Levi","Ashdod S",NA,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,6,"Ashdod","S",31.83,34.63,301,0,0,0,0,0,0,20,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,NA,NA,NA,NA,TRUE,NA,NA,NA,NA
"80",80,80,80,548,"548_20_5_2014",15,15,"19","0",2014,5,20,"Doli","Ashdod N",NA,30,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,3.75,"Ashdod","N",31.83,34.63,301,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,NA,54,NA,TRUE,TRUE,34.1397289473868,32.0798724932735,NA,NA
"81",81,81,81,21,"21_9_10_2013",19,45,"23","0",2013,10,9,"Doli","Ashdod N",18,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,3.25,"Ashdod","N",31.83,34.63,301,0,0,0,0,0,0,30,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,32.4,NA,TRUE,NA,TRUE,34.6109834549563,31.8397527428669,0.648495716235388,31.7515042837646
"82",82,82,82,824,"824_6_10_2014",10,45,"14","45",2014,10,6,"Levi","Ashdod S",NA,24,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4,"Ashdod","S",31.83,34.63,301,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,0,15,0,0,0,0,60,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,20,0,NA,43.2,NA,TRUE,TRUE,34.2379956823077,32.0300504494881,NA,NA
"83",83,83,83,1572,"1572_2_9_2015",9,0,"3","0",2015,9,2,"Michael","Ashdod S",21.5,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,18,"Ashdod","S",31.83,34.63,301,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,20,0,38.7,NA,TRUE,NA,TRUE,34.5838100219553,31.8536802745778,0.230049309608617,38.9300493096086
"84",84,84,84,507,"507_11_5_2014",9,15,"12","30",2014,5,11,"Levi","Ashdod S",12,NA,"University",FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,3.25,"Ashdod","S",31.83,34.63,301,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,21.6,NA,TRUE,NA,TRUE,34.6281890728001,31.8309289557405,0.436958071602028,20.0021741680678
"85",85,85,85,3350,"3350_17_12_2017",6,45,"11","30",2017,12,17,"Michael","Ashdod",19.5,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4.75,"Ashdod",NA,31.83,34.63,301,0,0,0,20,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,35.1,NA,TRUE,NA,TRUE,34.6109834549563,31.8397527428669,0.221580527052083,31.7515042837646
"86",86,86,86,462,"462_26_4_2014",19,30,"23","0",2014,4,26,"Doli","Ashdod N",15.5,15,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,3.5,"Ashdod","N",31.83,34.63,301,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,27.9,27,TRUE,TRUE,TRUE,34.6209450012234,31.8346445195994,0.411108293369693,28.3111082933697
"87",87,87,87,708,"708_18_8_2014",14,45,"19","0",2014,8,18,"Levi","Ashdod S",16,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4.25,"Ashdod","S",31.83,34.63,301,0,0,0,0,0,0,10,0,0,0,0,0,0,20,50,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,28.8,NA,TRUE,NA,TRUE,34.6209450012234,31.8346445195994,0.488891706630305,28.3111082933697
"88",88,88,88,509,"509_11_5_2014",20,0,"0","30",2014,5,11,"Levi","Ashdod S",12,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4.5,"Ashdod","S",31.83,34.63,301,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,21.6,NA,TRUE,NA,TRUE,34.6272835955965,31.831393423895,0.436958071602028,21.163041928398
"89",89,89,89,1372,"1372_30_6_2015",20,30,"0","30",2015,6,30,"Levi","Ashdod S",16.5,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4,"Ashdod","S",31.83,34.63,301,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,29.7,NA,TRUE,NA,TRUE,34.6173227477545,31.8365021460468,0.107206216350956,29.807206216351
"90",90,90,90,885,"885_4_11_2014",23,15,"5","0",2014,11,4,"Levi","Ashdod S",16,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,5.75,"Ashdod","S",31.83,34.63,301,0,0,0,10,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,10,0,28.8,NA,TRUE,NA,TRUE,34.6209450012234,31.8346445195994,0.488891706630305,28.3111082933697
