"","Net","Start_Time_hh","Start_Time_mm","End_Time_hh","End_Time_mm","Year.XXXX.","Month.XX.","Day.XX.","Fishermen","Fishing_field","Depth","Distance_to_Shore","Commants","Storm","Speed","High_Sea","Net_Type","box_only","night_drag_prawn","Anshubi","Bakala","Barbon","Ben_Gurion","Crab","Denis","Farida","Fish","Gambari","Gerbida","Hazir","Hulim","Intias","Jelly_Fish","Kalamari","Lavan","Makarunim","Malitta","Marmir","Musar","Palamud","Pas_Tzahov","Rofus","Rofus_Fake","Sabida","Saragus","Sardin","Scombri","Soltan","Soltan_Fake","Soltan_Mix","Special","Tarachun","Taref","Televisia","Trulus","Missing","Many.Nasralas","Comments","Lokus","Muslach","Gitara","Box_General","Tziporot","Varod","Vest","Shed.Yam","Very_weak","Daba","Octepus","Adom","Hazaim","Lokus_manot","Soltan_Hul","Gerbid_new","barbon_vadim","Cristal","Gomber","Vak.Vak","Shark","Pijama","Aras","Draging_time","Net_index","site","Direction"
"3628",1806,23,30,"3","15",2015,11,24,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,"1.5",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 Kg",NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,"1806_24_11_2015",NA,NA
"3629",1810,1,0,"6","0",2015,11,25,"Michael",NA,NA,"1.4",NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,"3.5",NA,NA,"0.5","20 Kg",NA,NA,NA,NA,NA,"3.5",NA,"1",NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"2 Kg",NA,NA,NA,NA,NA,NA,NA,NA,5,"1810_25_11_2015",NA,NA
"3630",1814,0,0,"3","30",2015,11,26,"Michael",NA,NA,"1.4",NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"2",NA,NA,"0.5","12 Kg",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"2 Kg",NA,NA,NA,NA,NA,NA,NA,NA,3.5,"1814_26_11_2015",NA,NA
"3631",1836,23,15,"3","30",2015,12,3,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"2.5",NA,NA,"0.5","17 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25,"1836_3_12_2015",NA,NA
"3632",1840,18,0,"0","0",2015,12,5,"Michael",NA,NA,"1.45",NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,"0.25",NA,"3",NA,NA,NA,"20 Kg",NA,NA,NA,NA,NA,NA,NA,"0.5",NA,"0.25",NA,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"1840_5_12_2015",NA,NA
"3633",1841,0,30,"6","0",2015,12,5,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"2",NA,NA,"0.5","15 Kg",NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,"1841_5_12_2015",NA,NA
"3634",1845,20,45,"3","30",2015,12,6,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"3",NA,NA,"0.5","26 Kg",NA,NA,NA,NA,NA,NA,NA,"1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.75,"1845_6_12_2015",NA,NA
"3635",1846,NA,NA,NA,NA,2015,12,7,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1846_7_12_2015",NA,NA
"3636",1850,0,0,"3","30",2015,12,7,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"1",NA,NA,"0.5","10 Kg",NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,"2 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"1 Kg",NA,NA,NA,NA,NA,NA,NA,NA,3.5,"1850_7_12_2015",NA,NA
"3637",1878,12,0,"16","30",2015,12,15,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,"1 Ind 15 Kg+1 Ind 7 Kg",NA,NA,"0.5",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,"1878_15_12_2015",NA,NA
"3638",1880,23,45,"3","30",2015,12,15,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,"1.5",NA,NA,NA,"9 Kg",NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"0.5",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"1.5 Kg",NA,NA,NA,NA,NA,NA,NA,NA,3.75,"1880_15_12_2015",NA,NA
"3639",1883,18,0,"0","0",2015,12,15,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"2.5",NA,NA,NA,"12 Kg",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"1",NA,NA,NA,NA,FALSE,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"1883_15_12_2015",NA,NA
"3640",1884,0,30,"6","15",2015,12,15,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"2",NA,NA,NA,"12 Kg",NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,"0.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"0.5",NA,NA,NA,NA,FALSE,NA,"0.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.75,"1884_15_12_2015",NA,NA
"3641",1896,8,15,"12","30",2015,12,20,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"0.5",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25,"1896_20_12_2015",NA,NA
"3642",1897,20,15,"0","45",2016,1,13,"Michael",NA,17,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"1",NA,NA,NA,"5 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"0.5",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,"1897_13_1_2016",NA,NA
"3643",1899,19,45,"1","0",2016,1,14,"Michael",NA,16.5,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"1",NA,NA,NA,"10 Kg",NA,NA,NA,NA,NA,NA,NA,"0.75",NA,NA,NA,NA,NA,NA,NA,"0.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"0.5",NA,NA,NA,NA,FALSE,NA,"0.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25,"1899_14_1_2016",NA,NA
"3644",1908,0,45,"6","30",2016,1,16,"Michael",NA,14,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"1",NA,"1",NA,NA,NA,"22 Kg",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"2 Kg",NA,NA,NA,NA,NA,NA,NA,NA,5.75,"1908_16_1_2016",NA,NA
"3645",1915,2,0,"8","0",2016,1,20,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,"1",NA,NA,NA,NA,"1.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"1915_20_1_2016",NA,NA
"3646",1922,2,15,"7","0",2016,1,22,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,"1.5",NA,NA,NA,NA,"3 Kg",NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75,"1922_22_1_2016",NA,NA
"3647",1940,1,15,NA,NA,2016,1,31,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,"1",NA,"2",NA,NA,NA,"8 Kg",NA,NA,NA,NA,NA,"0.5",NA,"1.5",NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"4 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1940_31_1_2016",NA,NA
"3648",1952,1,0,NA,NA,2016,2,3,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,"1",NA,"1.5",NA,NA,NA,"6 Kg",NA,NA,NA,NA,NA,"0.5",NA,"1.5",NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1952_3_2_2016",NA,NA
"3649",1955,18,30,"2","0",2016,2,4,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"5.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"0.5",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,"1955_4_2_2016",NA,NA
"3650",2001,NA,NA,NA,NA,2016,3,NA,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001_NA_3_2016",NA,NA
"3651",2004,18,30,"0","15",2016,3,8,"Michael",NA,NA,"1.7",NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,"0.5",NA,"1",NA,NA,NA,"7 Kg",NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.75,"2004_8_3_2016",NA,NA
"3652",2005,0,30,"3","30",2016,3,8,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,"0.5",NA,"0.5",NA,NA,NA,"5 Kg",NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"0.5",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"2005_8_3_2016",NA,NA
"3653",2009,21,0,"5","30",2016,3,9,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,"0.5",NA,"2",NA,NA,NA,"14 Kg",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,"2009_9_3_2016",NA,NA
"3654",2012,19,30,"3","30",2016,3,10,"Michael",NA,18,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,"0.5",NA,"3",NA,NA,NA,"13 Kg",NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"0.5",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"2012_10_3_2016",NA,NA
"3655",2013,16,15,"19","30",2016,3,11,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"3 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 Kg",NA,"2 Kg",NA,NA,NA,NA,"1 Kg","3 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,"2013_11_3_2016",NA,NA
"3656",2016,11,45,"13","30",2016,3,12,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.5 Kg",NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"0.5",NA,NA,NA,NA,FALSE,NA,"3 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,"2016_12_3_2016",NA,NA
"3657",2017,21,0,"5","30",2016,3,12,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,"1",NA,"1.5",NA,NA,NA,"20 Kg",NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,"2017_12_3_2016",NA,NA
"3658",2020,16,30,"18","15",2016,3,13,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"0.5",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,"2020_13_3_2016",NA,NA
"3659",2021,19,0,"3","30",2016,3,13,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,"0.5",NA,"2",NA,NA,NA,"20 Kg",NA,NA,NA,NA,NA,"1 Kg",NA,"0.5",NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"0.5",NA,NA,NA,"1 Kg",NA,NA,NA,NA,NA,NA,NA,NA,8.5,"2021_13_3_2016",NA,NA
"3660",2022,18,0,"21","15",2016,3,17,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,"2022_17_3_2016",NA,NA
"3661",2023,22,0,"5","30",2016,3,17,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,"0.5",NA,"5",NA,NA,NA,"8 Kg",NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"1 Kg",NA,NA,NA,NA,NA,NA,NA,NA,7.5,"2023_17_3_2016",NA,NA
"3662",2027,1,45,"5","0",2016,3,18,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,"2027_18_3_2016",NA,NA
"3663",2028,5,15,"10","30",2016,3,19,"Michael",NA,NA,"2.6",NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,"2 Kg",NA,NA,NA,NA,"2",NA,NA,"1.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25,"2028_19_3_2016",NA,NA
"3664",2029,11,0,"14","30",2016,3,19,"Michael",NA,NA,"2.65",NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,"3.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,"2029_19_3_2016",NA,NA
"3665",2030,15,30,"18","30",2016,3,19,"Michael",NA,2.45,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 Kg",NA,NA,NA,NA,NA,NA,"3 Kg",NA,NA,"3 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"2030_19_3_2016",NA,NA
"3666",2054,20,45,"1","15",2016,3,29,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,"0.5",NA,"1.5",NA,NA,NA,"4 Kg",NA,NA,NA,NA,NA,NA,NA,"0.25",NA,NA,NA,NA,NA,NA,NA,"0.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.25",NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"0.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,"2054_29_3_2016",NA,NA
"3667",2055,1,30,"6","15",2016,3,29,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,"1",NA,"2.5",NA,NA,NA,"4 Kg",NA,NA,NA,NA,NA,NA,NA,"0.25",NA,NA,NA,NA,NA,NA,NA,"1.5 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.25",NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"1.5 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75,"2055_29_3_2016",NA,NA
"3668",2062,12,45,"15","0",2016,3,31,"Michael",NA,22.5,"1.5",NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.25",NA,NA,NA,NA,"1",NA,NA,"0.5",NA,NA,"0.25",NA,NA,NA,NA,NA,NA,NA,"4",FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25,"2062_31_3_2016",NA,NA
"3669",2070,22,45,"6","15",2016,4,2,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"3",NA,NA,NA,"12 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"1",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,"2070_2_4_2016",NA,NA
"3670",2073,21,0,"3","15",2016,4,3,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"3",NA,NA,NA,"5 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"1",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25,"2073_3_4_2016",NA,NA
"3671",2095,6,15,"10","30",2016,4,15,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,"2 Kg",NA,NA,NA,NA,NA,"1 Kg",NA,NA,NA,NA,NA,NA,"2 M+",FALSE,"FALSE",NA,NA,NA,NA,"0.5",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25,"2095_15_4_2016",NA,NA
"3672",2106,2,0,"6","0",2016,4,18,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"2",NA,NA,NA,"3 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"1",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"2106_18_4_2016",NA,NA
"3673",2109,16,0,"19","15",2016,4,19,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"1",NA,"2.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 M+",NA,NA,NA,NA,NA,NA,"0.25",NA,"2",NA,NA,NA,"3 Kg",NA,NA,NA,NA,"5.5",FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"0.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,"2109_19_4_2016",NA,NA
